κάλμθ	k a l m θ
μαθαίνέ	m a θ e n e
θιόνι	θ ç o n i
φύρω	f i r o
ωεσπότης	o e s p o t i s
πτοχάζομαι	p t o x a z o m e
ψσιγγάνος	p s i ŋ ɡ a n o s
αήφου	a s i f u
δημένοι	ð s i m e n i
μποϊκοτάρῶ	b o i k o t a ɾ o
υβρις	i v ɾ i s
ιαρμακείο	i a r m a c i o
όμικροῶ	o m i k r o o
γάμος	ɣ a m o s
αανικοβάλλομαι	a a n i k o v a l o m e
μαλακισμένξ	m a l a c i z m e n x
ευσεββ	e f s e v v
ίκέφθηκα	i c e f θ i k a
ύτεναχωρημένος	i t e n a x o r i m e n o s
φόδωρος	f o ð o ɾ o s
τνταμώνω	t n d a m o n o
ψημαρχείο	p i m a ɾ ç i o
μάντηπ	m a n d i p
λατσαβούρες	l a t s a v u ɾ e s
ωροηγούμενος	o ɾ o i ɣ u m e n o s
ιλυσοδεμένοι	i l i s o ð e m e n i
κατέστρεψθ	k a t e s t ɾ e p s θ
μαζικοω	m a z i k o
δυροπιτούλα	ð i ɾ o p i t u l a
υπέβαλα	i p e v a l a
κέρδοα	c e r ð o a
ύύλα	i s i l a
ιγαπημένα	i ɣ a p i m e n a
ἀυγό	a v ɣ o
ύαντρεύομαι	i a n d ɾ e v o m e
φλησιάζομαι	f l i s i a z o m e
υημειώνουμε	i i m i o n u m e
ντροπς	d ɾ o p s
ναυξ	n a f x
πυνεχάρη	p i n e x a r i
ύετρακόσια	i e t ɾ a k o s ç a
ζοροί	z o ɾ i
ξουτυρωμένο	k u t i r o m e n o
ψπειρων	p p i r o n
ἀάζοντας	a a z o n d a s
έχαψε	e x a p s e
ηότε	i o t e
ωμβούργο	o ɱ v u r ɣ o
ομολογέ	o m o l o ɣ e
χέστρώ	ç e s t ɾ o
βλάπτει	v l a p t i
υρόβλημα	i r ɔ v l i m a
ζγαθοπιστίας	z ɣ a θ o p i s t i a s
ωυρσοδέψης	o i ɾ s o ð e p s i s
λολύ	l o l i
χαμηλόε	x a m i l o e
σεριπλέχτηκαν	s e ɾ i p l e x t i k a n
βκληρή	v k l i r i
ναυα	n a f a
ἐοκάκι	e o k a c i
φναβαλλόμενη	f n a v a l o m e n i
ξωή	k o i
άας	a a s
φνησυχία	f n i s i ç i a
καλομαθημένεθ	k a l o m a θ i m e n e θ
οκτθ	o k t θ
λεκανέας	l e k a n e a s
γιουγκοσλαβίκ	ʝ u ɡ o z l a v i k
ιήμος	i i m o s
τυκοφάντης	t i k o f a n d i s
μαζικότερεπ	m a z i k o t e r e p
ἐης	e i s
ήοροί	i o ɾ i
βρλανδικός	v ɾ l a n ð i k o s
άπασχόλησα	a p a s x o l i s a
ἀρικόλακας	a ɾ i k o l a k a s
κωλάρμ	k o l a ɾ m
φγορές	f ɣ o r e s
ύπίτι	i p i t i
ρόδολ	ɾ o ð o l
ζλγεβρα	z l ʝ e v ɾ a
υετριμμένου	i e t r i m e n u
ιανταστικοί	i a n d a s t i ç i
ηίαν	i i a n
μάλωμί	m a l o m i
άχηματίστηκα	a ç i m a t i s t i k a
αιματοβαμμένεν	e m a t o v a m e n e n
ξτερήσεις	k t e ɾ i s i s
μαλαματένιοά	m a l a m a t e ɲ o a
ωλευρωμένες	o l e v r o m e n e s
εγγράφηκῶ	e ŋ ɣ r a f i c o
ωίθοι	o i θ i
σλέκουμε	s l e k u m e
ήωρός	i o ɾ o s
δρίκαλα	ð ɾ i k a l a
ωεοκρατία	o e o k r a t i a
ώι	o s i
κένταυροί	c e n d a v ɾ o i
ήυγγραφέας	i i ŋ ɣ r a f e a s
ἐόλη	e o l i
άυμπεριφορά	a i m b e ɾ i f o ɾ a
ώδρεναλίνη	o ð ɾ e n a l i n i
ξναπλειστηριασμός	k n a p l i s t i r i a z m o s
ἐύσκολος	e i s k o l o s
ηυνήθης	i i n i θ i s
σπομονωμένες	s p o m o n o m e n e s
ηι	i s i
άωμάκι	a s o m a c i
ἐαγκοσμιοποίηση	e a ŋ ɡ o z m i o p i i s i
ζεκατρία	z e k a t ɾ i a
ιπέστρεψα	i p e s t ɾ e p s a
σειθαναγκάζουμε	s i θ a n a ŋ ɡ a z u m e
ηλικιωμένες	i l i c i o m e n e s
ησχυρισμός	i s ç i ɾ i z m o s
κοπη	k o p i
ενρινότητλ	e n r i n o t i t l
αοφίαν	a o f i a n
αισχροκέρδειέ	e s x r o c e r ð i e
λέκατος	l e k a t o s
ἐθικότητα	e θ i k o t i t a
ἐροσθήκη	e r o s θ i c i
λημειώθηκα	l i m i o θ i k a
αίτνε	e t n e
γκόμενά	ɡ o m e n a
ιυσκολία	i i s k o l i a
έφερμ	e f e ɾ m
κράζέ	k ɾ a z e
ώαβών	o a v o n
χεβρώνά	ç e v r o n a
ωυγγραφείς	o i ŋ ɣ r a f i s
μεταφέρθηκς	m e t a f e ɾ θ i k s
ντεντέκτιω	d e d e k t i o
μπόλικοή	b o l i k o i
φάλεψα	f a l e p s a
ύτον	i t o n
ναυε	n a f e
πύελλα	p i e l a
γαμημένω	ɣ a m i m e n o
πρχικά	p r ç i k a
έπαιξξ	e p e k s x
ζυτικές	z i t i c e s
ίήμνος	i i m n o s
φλευρωμένα	f l e v r o m e n a
φαρακείμενων	f a ɾ a c i m e n o n
ώιώχνω	o ʝ o x n o
λντιγράφηκα	l n d i ɣ r a f i k a
μέρπ	m e̞ r p
ιιά	i i͜a
μήτρολ	m i t ɾ o l
ξψιλον	kː p s i l o n
υυροπιτάκι	i i ɾ o p i t a k i
ψνοιξη	p n i k s i
μουσμουλιί	m u z m u ʎ i
εμπνέί	e m b n e i
ύουτάνα	i u t a n a
σηφοφόρος	s s i f o f o r o s
ζουτυρωμένο	z u t i r o m e n o
λιόψωμλ	ʎ o p s o m l
κόκκινωβ	k o c i n o v
ωροσφέρουμε	o ɾ o s f e ɾ u m e
ιετριμμένο	i e t r i m e n o
καινοτομίες	c e n o t o m i e s
δκύλα	ð c i l a
ψυθισμένο	p i θ i z m e n o
ίτενοχωρημένος	i t e n o x o r i m e n o s
αυγχαίρω	a i ŋ ç e r o
ηπολογούμαι	i p o l o ɣ u m e
ἀφιχτά	a f i x t a
ιόσος	i o s o s
ἐημοκρατιών	e i m o k r a t i o n
υιλόδοξος	i i l o ð o k s o s
ίναγνωρισμένους	i n a ɣ n o r i z m e n u s
σιαδοχή	s ʝ a ð o ç i
θήνος	θ i n o s
ήγαπημένα	i ɣ a p i m e n a
ηωτογραφούμαι	i o t o ɣ r a f u m e
ἀδελφοκτονία	a ð e l f o k t o n i a
δνανά	ð n a n a
ξακύνθου	k a c i n θ u
επιτρέπουμθ	e p i t ɾ e p u m θ
μαζικλ	m a z i c l
ίέρετρο	i e ɾ e t ɾ o
χαλασμένεβ	x a l a z m e n e v
δαντρεμένα	ð a n d ɾ e m e n a
ιτις	i t i s
φυνεχάρη	f i n e x a r i
ιεράπετρα	i e ɾ a p e t ɾ a
ξγανακτισμένο	k ɣ a n a k t i z m e n o
μαλώνθ	m a l o n θ
κάλμξ	k a l m x
ύιαπλέω	i i a p l e o
ωντιγράφω	o n d i ɣ r a f o
τκύρωσης	t c i ɾ o s i s
κόκκινηί	k o c i n i i
κουτόε	k u t o e
επιλέγε	e p i l e ɣ e
ψαρκάρισε	p a ɾ k a ɾ i s e
κακό	k a k o
θενήντα	θ e n i n d a
ίταφιδόψωμα	i t a f i ð o p s o m a
γλιτώνχ	ɣ l i t o n x
κοτσαδόροῶ	k o t s a ð o ɾ o o
ήναμμένο	i n a m e n o
ίπασχόλησα	i p a s x o l i s a
ύαντρεμένος	i a n d ɾ e m e n o s
ιποκλεισμένα	i p o k l i z m e n a
δατρεύω	ð a t ɾ e v o
άροηγούμενες	a r o i ɣ u m e n e s
ἀέρρες	a e ɾ e s
ηαναγράφω	i s a n a ɣ ɾ a f o
ψνασκαφείς	p n a s k a f i s
ώκατάσβεστος	o k a t a z v e s t o s
ἀαραβάλλω	a a ɾ a v a l o
ήρχίδι	i ɾ ç i ð i
τπάρτη	t p a ɾ t i
ζποκρύψεις	z p o k ɾ i p s i s
ώυθούμε	o i θ u m e
υληθώς	i l i θ o s
λναφιώτικα	l n a f ç o t i k a
επιπλέοέ	e p i p l e o e
άπάρτη	a p a ɾ t i
ολάκεροκ	o l a c e r o k
τντίδραση	t n d i ð ɾ a s i
ἐερίπτωση	e e ɾ i p t o s i
ψούτσος	p u t s o s
ύσακώνομαι	i s a k o n o m e
ήνευρέθηκα	i n e v ɾ e θ i k a
κουτόώ	k u t o o
ἀνεβαίνω	a n e v e n o
ίπαρχαιωμένη	i p a r ç e o m e n i
μπούρδαϊ	b u ɾ ð a i
άκοντάφτω	a k o n d a f t o
ώκοτώνω	o k o t o n o
υημένων	i s i m e n o n
έχξ	e x x
ίείνω	i i n o
καθορίζῶ	k a θ o ɾ i z o
ίερόψωμων	i s e r o p s o m o n
σερίοδο	s e r i o ð o
ψρελαίνομαι	p ɾ e l e n o m e
ψημένο	p s i m e n o
αλυσοδεμένη	a l i s o ð e m e n i
ωκούστηκα	o k u s t i k a
τστράφτει	t s t ɾ a f t i
σγγίζω	s ŋ ɟ i z o
θπαρχαιωμένους	θ p a r ç e o m e n u s
δροσφέρω	ð ɾ o s f e ɾ o
φίνα	f i n a
δόνος	ð o n o s
καπνίζό	k a p n i z o
λιώνα	ʎ o n a
ύνέχτηκα	i n e x t i k a
άουλευτής	a u l e f t i s
εγγλέζοκ	e ŋ ɡ l e z o k
τοδάρια	t o ð a ɾ ʝ a
φυνοδούς	f i n o ð u s
μεταφέρουμώ	m e t a f e ɾ u m o
δρχικός	ð r ç i k o s
θάκωνες	θ a k o n e s
ύροπόνηση	i r o p o n i s i
έπαυσμ	e p a f s m
ἀπασχολημένη	a p a s x o l i m e n i
οσάκζ	o s a k z
οφιοειδούϊ	o f i o i ð u i
ώενέρωτος	o s e n e ɾ o t o s
σνάποδος	s n a p o ð o s
ντόρχ	d o ɾ x
ηολύ	i o l i
κόσμοβ	k o z m o v
ἐύσουμε	e i s u m e
υαγκώσει	i a ŋ ɡ o s i
καταρρέχ	k a t a r e x
ἐεθερός	e e θ e ɾ o s
αικάπ	a i k a p
ιοιος	i ç o s
θυτικά	θ i t i k a
ύεριεπλάκην	i e ɾ i e p l a c i n
ώτερήσεις	o t e ɾ i s i s
ευχήθηκώ	e f ç i θ i k o
ήτα	i t a
κλίσα	k ʎ i s a
ύαρασκευάζω	i a ɾ a s c e v a z o
ύιλόδοξος	i i l o ð o k s o s
ψημάδια	p i m a ð ʝ a
καβάλῶ	k a v a l o
ζερίοδε	z e r i o ð e
ηετριμμένους	i e t r i m e n u s
γλάστρκ	ɣ l a s t ɾ k
υτενό	i t e n o
οφειλέτημ	o f i l e t i m
κοτσάρε	k o t s a ɾ e
ξιδάσκω	k i ð a s k o
χεβρώνό	ç e v r o n o
ενεγράφθ	e n e ɣ r a f θ
τρήκαμε	t ɾ i k a m e
ηναλώ	i n a l o
ίυγγραφέως	i i ŋ ɣ r a f e o s
έγνοιϊ	e ɣ ɲ i
ψέκατος	p e k a t o s
ειλημμένωύ	i l i m e n o u
κάγκουραῶ	k a ŋ ɡ u ɾ a o
καλομαθημένωύ	k a l o m a θ i m e n o u
κλείστηκω	k l i s t i k o
ώκυλί	o c i l i
έγκυοβ	ɛ ŋ ɟ i ɔ v
αίσχολ	e s x o l
φλυσοδεμένης	f l i s o ð e m e n i s
ήγεία	i ʝ i a
σιέζω	s i e z o
θπομονή	θ p o m o n i
ευθυμίν	e f θ i m i n
ἀναγνωρισμένη	a n a ɣ n o r i z m e n i
καταφέρέ	k a t a f e ɾ e
βγρίνιο	v ɣ r i n i o
λρέθηκα	l ɾ e θ i k a
ίαιριάζω	i e r ʝ a z o
σκανδάλη	s k a n ð a l i
τός	t ɔ s
ζερίπλους	z e r i p l u s
ψηφιακά	p s i f i a k a
ομοφυλόφιλοξ	o m o f i l o f i l o x
εκπληκτικν	e k p l i k t i k n
δερασμένες	ð e r a z m e n e s
χαζομάρε	x a z o m a ɾ e
ἀχόλιο	a x o l i o
τάλλω	t a l o
γιάννηχ	ʝ a n i x
αντιγράφηκα	a n d i ɣ r a f i k a
σραδάκι	s ɾ a ð a c i
εμπνευσμένης	e m b n e v z m e n i s
κρεμασμένεέ	k r e m a z m e n e e
ζνθρωπεύτηκα	z n θ ɾ o p e f t i k a
οραματίστηκζ	o ɾ a m a t i s t i k z
άγίας	a ʝ i a s
ηπομονωμένη	i p o m o n o m e n i
εκπληκτικχ	e k p l i k t i k x
βομφόλυξ	v o ɱ f o l i x
ωοφές	o o f e s
μαζικοβ	m a z i k v
ώρόδοτος	o r o ð o t o s
ηανία	i a n i a
υσέκαρα	i s e k a ɾ a
θποδεικνύουμε	θ p o ð i k n i u m e
εξαιτίαω	e k s e t i a o
λυμβούλιο	l i ɱ v u l i o
ύυντρίφτηκε	i i n d r i f t i c e
χαράζει	x a ɾ a z i
γάμα	ɣ a m a
ἐευκός	e e f k o s
δμπέλι	ð m b e l i
εντύπωσί	e n d i p o s i
υραγκφούρτη	i r a ŋ k f u r t i
αέγεις	a e ʝ i s
θρήκες	θ ɾ i c e s
ἐντιμετωπίζω	e n d i m e t o p i z o
ψλιθιότητα	p l i θ i o t i t a
κιτά	c i t a
μεταφέρουμῶ	m e t a f e ɾ u m o
μπαμπούλαβ	b a b u l a v
δνοιξη	ð n i k s i
ύιάνομαι	i ç a n o m e
γρεβενύ	ɣ ɾ e v e n u
ίαραλίγο	i a ɾ a l i ɣ o
μακαρονάδώ	m a k a ɾ o n a ð o
βνακρούομε	v n a k r u o m e
ἀξιαγάπητος	a k s i a ɣ a p i t o s
ωπομονωμένα	o p o m o n o m e n a
ἐντιμετώπισα	e n d i m e t o p i s a
γενέσεωά	ʝ e n e s e o a
βες	v e s
αύκος	a i k o̞ s
ρετσίνλ	ɾ e t s i n l
χάφτετθ	x a f t e t θ
ζλέον	z l e o n
ήνδρου	i n ð ɾ u
κόκκινεα	k o c i n e a
όλισβοά	ɔ l i z v ɔ a
θταθμός	θ t a θ m o s
άρόεδρος	a ɾ o e ð ɾ o s
ηγναντεύω	i ɣ n a n d e v o
μαντεύθ	m a n d e v θ
υροετοιμασία	i ɾ o e t i m a s i a
τγανακτισμένους	t ɣ a n a k t i z m e n u s
βαογραφία	v a o ɣ ɾ a f i a
μωάμεν	m o a m e n
βτιγματισμένος	v t i ɣ m a t i z m e n o s
ικούγομαι	i k u ɣ o m e
ευχαριστύ	e f x a ɾ i s t u
κωνσταντίναν	k o n s t a n d i n a n
μητέρλ	m i t e r l
συκοφάντης	s i k o f a n d i s
ήσαμπουκάς	i s a m b u k a s
άεριοδικός	a e r i o ð i k o s
χορεύουνη	x o ɾ e v u n i
πφουγκράστηκα	p f u ɡ ɾ a s t i k a
κεκλεισμένωξ	c e k l i z m e n o x
ευχήθηκθ	e f ç i θ i k θ
ἐαρραλέος	e a r a l e o s
ηναμειγνύω	i n a m i ɣ n i o
τποδιαστολή	t p o ð i a s t o l i
σναβάλλω	s n a v a l o
ιυπημένη	i i p i m e n i
βαθαίνω	v a θ e n o
ήτιάχνω	i t ç a x n o
ευσέβειεί	e f s e v i e i
χίασμκ	ç i a z m k
ήπελπισμένων	i p e l p i z m e n o n
θυτό	θ f t o
βυρσοδέψης	v i ɾ s o ð e p s i s
μπανιέρύ	b a ɲ e ɾ u
ύέθανε	i e θ a n e
ξαραδέχομαι	k a ɾ a ð e x o m e
ζιανύουμε	z i a n i u m e
ώαραπέμπω	o a ɾ a p e m b o
ἀαναγράφω	a s a n a ɣ ɾ a f o
ξρωταθλητής	k ɾ o t a θ l i t i s
επικαρπίϊ	e p i k a ɾ p i i
βλικιωμένες	v l i c i o m e n e s
ώποδείχνω	o p o ð i x n o
φνασυνιστώ	f n a s i n i s t o
χειμωνιάτικξ	ç i m o ɲ a t i k x
ώτιβάδα	o t i v a ð a
ζπαραίτητος	z p a r e t i t o s
ιπορρίπτω	i p o ɾ i p t o
ύποδέχομαι	i p o ð e x o m e
φμαλιάδα	f m a ʎ a d a
βνάδοχος	v n a ð o x o s
ενρινότητπ	e n r i n o t i t p
θπτάμενος	θ p t a m e n o s
σέγω	s e ɣ o
δερικλείουμε	ð e r i k l i u m e
άημένης	a s i m e n i s
αυμβουλή	a i ɱ v u l i
ψι	p i
δός	ð ɔ s
γκεσεμιοά	ɟ e s e m ɲ a
ζγανακτισμένοι	z ɣ a n a k t i z m e n i
υχόλιο	i x o l i o
θντα	θ n d a
ξλυσοδεμένοι	k l i s o ð e m e n i
ώεράρχη	o e r a r ç i
ιάζοντας	i a z o n d a s
μαζικότερή	m a z i k o t e r i
εφευρέθηκϊ	e f e v ɾ e θ i k i
ήανηγύρι	i a n i ʝ i ɾ i
χορεύουν	x o ɾ e v u n
χρειάστηκα	x ɾ i a s t i k a
πτου	p t u
ύκροαματικότητα	i k ɾ o a m a t i k o t i t a
ψυντρίφτηκε	p i n d r i f t i c e
ἀδύποτο	a ð i p o t o
ήηφιακές	i s i f i a c e s
υεντακόσια	i e n d a k o s ç a
εφέτοη	e f e t o i
εννέα	e n e a
καταιγίδακ	k a t e ʝ i ð a k
μεταφράστηκπ	m e t a f ɾ a s t i k p
ηείθομαι	i i θ o m e
ζυγγράφομαι	z i ŋ ɣ r a f o m e
άίνας	a i n a s
ἀακωνικός	a a k o n i k o s
μεσημβρίας	m e s i m v r i a s
άιός	a ɔ s
ώποδείχτηκε	o p o ð i x t i c e
ηλφαδιάστηκα	i l f a ð ʝ a s t i k a
χάνϊ	x a n i
χαραμοφάηί	x a ɾ a m o f a i i
έλουσά	e l u s a
ήαρεξετράπη	i a ɾ e k s e t ɾ a p i
κάλυψό	k a l i p s o
θκυλί	θ c i l i
ἀίστεψε	a i s t e p s e
ιρωταθλητής	i ɾ o t a θ l i t i s
σταφιδόψωμα	s t a f i ð o p s o m a
ενορχήστρωσπ	e n o ɾ ç i s t ɾ o s p
ωυλαχτό	o i l a x t o
ίφαλιαρίζω	i f a ʎ a ɾ i z o
ήριμμένα	i r i m e n a
εξετάζύ	e k s e t a z u
άυροτέχνημα	a i ɾ o t e x n i m a
επικράτεις	e p i k r a t i s
ζαγκώνω	z a ŋ ɡ o n o
ξλικιωμένους	k l i c i o m e n u s
ραγιέ	ɾ a ʝ e
ἐουλιάζω	e u ʎ a z o
βημένα	v s i m e n a
λργος	l ɾ ɣ o s
χορεύύ	x o ɾ e v u
φενδροχρονολόγηση	f e n d r o x r o n o l o ʝ i s i
δσέβειες	ð s e v i e s
βκοντάφτω	v k o n d a f t o
ζωνή	z o n i
ωστέρι	o s t e ɾ i
ζωτογραφίζω	z o t o ɣ r a f i z o
αλόριντα	a l o ɾ i d a
καθαρεύουση	k a θ a ɾ ɛ v u s i
ἐορός	e o ɾ o s
αεσπότης	a e s p o t i s
ἀειθόμενη	a i θ o m e n i
ήροτρέπω	i ɾ o t ɾ e p o
τροσγράφομε	t ɾ o z ɣ r a f o m e
ψέθανε	p e θ a n e
ύον	i o n
ωφελούμε	o f e l u m e
τωνάρα	t o n a ɾ a
ήτειμμένους	i t i m e n u s
ήυγκόπτουμε	i i ŋ ɡ o p t u m e
κοροϊδεύέ	k o ɾ o i̯ ð e v e
κλείνομη	k l i n o m i
ευσεβμ	e f s e v m
γρήγορομ	ɣ r i ɣ o r o m
βποδείχτηκαν	v p o ð i x t i k a n
τωή	t o i
κίμωλοζ	c i m o l o z
ίσακωνικός	i s a k o n i k o s
γιάτρεψά	ʝ a t ɾ e p s a
ήκούγοντας	i k u ɣ o n d a s
ύκληρός	i k l i ɾ o s
άέβαιος	a ɛ v ɛ ɔ s
ύρχιφύλακας	i ɾ ç i f i l a k a s
ἀνθρωπεύομαι	a n θ ɾ o p e v o m e
σρίκαλα	s ɾ i k a l a
γοήτευσά	ɣ o i t e f s a
ἀάκυνθο	a a c i n θ o
άεριέγραψα	a e ɾ i e ɣ r a p s a
ξρούμπα	k ɾ u b a
τρίζω	t ɾ i z o
ἀυνετρίβη	a i n e t ɾ i v i
ἐαντρεμένος	e a n d ɾ e m e n o s
ήκοσμία	i k o z m i a
μακαρόνιά	m a k a ɾ o ɲ a
ζντιπαραβάλλω	z n d i p a ɾ a v a l o
μαζικότατηπ	m a z i k o t a t i p
τενήντα	t e n i n d a
μαστόε	m a s t o e
ώουβαλιού	o u v a ʎ u
επέτρεψύ	e p e t ɾ e p s u
όρεξς	o ɾ e k s s
ηρεις	i ɾ i s
ίσχνός	i s x n ɔ s
επιτυχίθ	ɛ p i t i ç i θ
δίθο	ð i θ o
θναμένει	θ n a m e n i
θράπης	θ ɾ a p i s
οδοό	o ð o
φάχνομαι	f s a x n o m e
άίθοι	a i θ i
ηευκός	i e f k o s
έχώ	e ç o
μαντείε	m a n d i e
ελληναράε	e l i n a ɾ a e
υύον	i i o n
σίθοι	s i θ i
ωνασκάπτουμε	o n a s k a p t u m e
παλιάτσος	p a ʎ a t s o s
λκοντάφτω	l k o n d a f t o
σναφιώτικα	s n a f ç o t i k a
φροχόσπιτο	f ɾ o x o s p i t o
ιέρε	i e ɾ e
ψγούμενο	p ɣ u m e n o
αέκωλη	a s e k o l i
ψιάνομαι	p ç a n o m e
ξγίων	k ʝ i o n
ετοιμασίς	e t i m a s i s
ψέρομαι	p e ɾ o m e
ύης	i i s
υασαρία	i a s a ɾ i a
έβαλω	e v a l o
δραχυκύκλωμα	ð ɾ a ç i c i k l o m a
κρεμασμένεθ	k r e m a z m e n e θ
μαντείς	m a n d i s
χορέψτύ	x o ɾ e p s t u
φσεβης	f s e v i s
ψάζο	p a z o
εκλέχθηκε	e k l e x θ i k e
κακογαμημένηβ	k a k o ɣ a m i m e n i v
ιφυρί	i f i r i
βίπα	v i p a
θόροι	θ o r i
ώείσω	o i s o
νεβάδμ	n e v a ð m
θτον	θ t o n
ἐαρκάρισε	e a ɾ k a ɾ i s e
πφορμή	p f o ɾ m i
ωξιαγάπητος	o k s i a ɣ a p i t o s
ντετερμινισμώα	d e t e r m i n i z m o a
αναμένει	a n a m e n i
φοφού	f o f u
επόμενοπ	e p o m e n o p
επιτρέπετό	e p i t ɾ e p e t o
ξδρυμα	k ð r i m a
φασιλεύω	f a s i l e v o
κρυμμένα	k r i m e n a
μεταφέρθηκέ	m e t a f e ɾ θ i k e
ετοιμάζς	e t i m a z s
νεκροά	n e k ɾ a
ρίχνν	ɾ i x n n
άιθαριών	a i θ a r ʝ o n
ιγκίστρι	i ŋ ɟ i s t r i
δώζω	ð o z o
σολιοφθορά	s o ʎ o f o ɾ a
γκόμενη	ɡ o m e n i
δαριστάνω	ð a r i s t a n o
ζουρκοκρατία	z u ɾ k o k ɾ a t i a
ίδραυλικός	i ð r a v l i k o s
ηαντρεμένος	i a n d ɾ e m e n o s
ξναφορά	k n a f o ɾ a
τυελλώδεις	t i e l o ð i s
βακωνία	v a k o n i a
μυτούλχ	m i t u l x
ώαρκάριζε	o a ɾ k a ɾ i z e
φενιτειά	f s e n i t ʝ a
ἐκατάδεχτος	e k a t a ð e x t o s
ώποκλείετε	o p o k l i e t e
κυνηγημένν	c i n i ʝ i m e n n
λεπεισμένες	l e p i z m e n e s
ξεριοδικού	k e r i o ð i k u
μαθαίνϊ	m a θ e n i
γιατρόώ	ʝ a t r o o
δποδείχνω	ð p o ð i x n o
σεβαδειά	s e v a ð ʝ a
ήειθόμενοι	i i θ o m e n i
ξουβλατζίδικο	k u v l a d z i ð i k o
οδώη	o ð o i
γένεσημ	ʝ e n e s i m
φόνταρα	f o n d a ɾ a
εμπνευσμένζ	e m b n e v z m e n z
ηνδρώνομαι	i n ð ɾ o n o m e
βπομονωμένη	v p o m o n o m e n i
φρισίδι	f ɾ i s i ð i
υαύμα	i a v m a
ύυπημένα	i i p i m e n a
έπαιξχ	e p e k s x
ζναπνοή	z n a p n o i
ήλμυρός	i l m i r o s
ίυνοδοί	i i n o ð i
τεισμένος	t i z m e n o s
σριμη	s ɾ i m i
ώερόδουλη	o e ɾ o ð u l i
ἐάλομε	e a l o m e
τπέδειξε	t p e ð i k s e
ξαβυλώνα	k a v i l o n a
εμπιστοσύνς	e m b i s t o s i n s
ξνθρωπεύτηκα	k n θ ɾ o p e f t i k a
τυόμισι	t ʝ o m i s i
ευχαριστέ	e f x a ɾ i s t e
έκτασα	e k t a s a
ψχολίων	p x o l i o n
ψροαγωγή	p ɾ o a ɣ o ʝ i
ωρμα	o ɾ m a
έλκολ	e l k o l
ωορνεία	o o ɾ n i a
άτειμμένους	a t i m e n u s
χείλι	ç i l i
ώάλω	o a l o
αιαπλέω	a i a p l e o
ύάμπω	i a m b o
μελιτζάνχ	m e l i d͡z a n x
οφθαλμόβ	o f θ a l m o v
ἀανικοβάλλομαι	a a n i k o v a l o m e
ήεριορισμένος	i e ɾ i o ɾ i z m e n o s
κωνσταντινούποληξ	k o n s t a n d i n u p o l i x
τγαθοπιστία	t ɣ a θ o p i s t i a
άγουμένων	a ɣ u m e n o n
ἐουρκοκρατία	e u ɾ k o k ɾ a t i a
άαρεύω	a s a ɾ e v o
ωοφώ	o s o f o
αιτίί	ɛ t i i
θώς	θ o s
στις	s t i s
εκτελέσειζ	e k t e l e s i z
αξιοζήλευτος	a k s i o z i l e f t o s
νεβάδό	n e v a ð o
μαϊντανόε	m a i d a n o e
μουσμουλιε	m u z m u ʎ e
ύληρώνομαι	i l i ɾ o n o m e
ήαγηνεύθηκα	i a ʝ i n e f θ i k a
ώαύλος	o a v l o s
ἐερίοδο	e e r i o ð o
δυτί	ð f t i
ίυμώνω	i i m o n o
φσχυρίζομαι	f s ç i ɾ i z o m e
ορίστα	o ɾ i s t a
ιαραπέμπω	i a ɾ a p e m b o
ιδη	i ð i
ύπεχθάνομαι	i p e x θ a n o m e
θπολογητική	θ p o l o ʝ i t i c i
νυστάζύ	n i s t a z u
ταλέντο	t a l e n d o
υργύρης	i ɾ ʝ i ɾ i s
λριμμένη	l r i m e n i
αναστροφή	a n a s t ɾ o f i
ξυγχαίρω	k i ŋ ç e r o
ηέταρτος	i e t a ɾ t o s
τίσι	t i s i
ύυτική	i i t i c i
ώηδής	o i ð i s
σναγκάζομαι	s n a ŋ ɡ a z o m e
θυσανάγνωστος	θ i s a n a ɣ n o s t o s
ώτρίβω	o t ɾ i v o
φπελπισμένο	f p e l p i z m e n o
ίευχαιμία	i e f ç e m i a
κουτσουλιί	k u t s u ʎ i
ώετάγομαι	o e t a ɣ o m e
αυθισμένο	a i θ i z m e n o
ζομάρι	z o m a ɾ i
γράφό	ɣ r a f o
καταιγίδε	k a t e ʝ i ð e
εφευρέθηκό	e f e v ɾ e θ i k o
κωνσταντθ	k o s t a n d θ
άκρεοφαγία	a k ɾ e o f a ʝ i a
ξραχνιασμένες	k ɾ a x ɲ a z m e n e s
ηεροσόλυμα	i e ɾ o s o l i m a
κλαρινογαμπρόλ	k l a ɾ i n o ɣ a m b ɾ o l
κότώ	k o t o
ιεριοδικών	i e r i o ð i k o n
άπτάμενος	a p t a m e n o s
ιεριόδους	i e r i o ð u s
ίωρούς	i o ɾ u s
ύποκαλύψεις	i p o k a l i p s i s
ἀατέρα	a a t e r a
μπούρδαλ	b u ɾ ð a l
χάνα	x a n a
πκοτώνω	p k o t o n o
δασοκ	ð a s o k
ώκροβασία	o k r o v a s i a
ίλέποντας	i l e p o n d a s
ώρμόδιος	o ɾ m o ð i o s
ίνίδρυσα	i n i ð r i s a
ξρον	k r o n
ψγανακτισμένος	p ɣ a n a k t i z m e n o s
μοιράστηκχ	m i ɾ a s t i k x
ζγγισμένης	z ŋ ɟ i z m e n i s
θρετές	θ r e t e s
κόκκινοζ	k o c i n o z
ψνεκαλύφθην	p n e k a l i f θ i n
ερχόμενηω	e r x o m e n i o
